price,make,model,year
28000,ford,wagon,2018
13800,ford,fusion,2019
18600,ford,transit,2018
13700,ford,fusion,2019
13700,ford,fusion,2019
13800,ford,fusion,2019
17700,ford,hybrid,2019
13900,ford,fusion,2019
13900,ford,fusion,2019
50500,ford,f-650,2018
13600,ford,fusion,2019
55000,ford,srw,2018
13800,ford,fusion,2019
56000,ford,srw,2018
13800,ford,fusion,2019
45800,ford,srw,2018
13800,ford,fusion,2019
5500,nissan,sentra,2018
14400,nissan,altima,2020
11450,nissan,sport,2018
11000,nissan,sport,2018
11450,nissan,sport,2018
11000,nissan,sport,2018
11200,nissan,sport,2018
11400,nissan,sport,2018
11450,nissan,sport,2018
11050,nissan,sport,2018
11400,nissan,sport,2018
11050,nissan,sport,2018
10850,nissan,sport,2018
10900,nissan,sport,2018
10450,nissan,sport,2018
10800,nissan,sport,2018
10850,nissan,sport,2018
10800,nissan,sport,2018
10850,nissan,sport,2018
10800,nissan,sport,2018
10900,nissan,sport,2018
10400,nissan,sport,2018
10500,nissan,sport,2018
10800,nissan,sport,2018
10800,nissan,sport,2018
11200,nissan,frontier,2019
11100,nissan,rogue,2019
12200,nissan,maxima,2019
4000,nissan,sentra,2019
9000,nissan,versa,2019
14900,nissan,rogue,2019
4600,nissan,rogue,2019
6400,nissan,versa,2019
10400,nissan,note,2019
7800,nissan,versa,2019
12300,nissan,sport,2019
10900,nissan,sentra,2019
8500,nissan,versa,2019
7300,nissan,versa,2019
5900,nissan,versa,2019
20000,nissan,armada,2017
11200,nissan,altima,2018
14400,nissan,rogue,2018
16500,nissan,pathfinder,2018
13400,nissan,rogue,2017
12500,nissan,door,2017
6500,nissan,door,2013
19800,nissan,pathfinder,2018
8800,nissan,versa,2018
12800,nissan,rogue,2018
8800,nissan,versa,2018
3500,nissan,altima,2019
750,nissan,sentra,2018
10800,nissan,door,2017
22300,nissan,titan,2017
8300,nissan,sedan,2018
8300,nissan,sedan,2018
8000,nissan,sedan,2018
15200,nissan,frontier,2018
6700,nissan,sedan,2017
7500,nissan,door,2017
10500,nissan,door,2017
8400,nissan,juke,2017
7000,nissan,door,2015
25500,nissan,armada,2020
4100,nissan,door,2017
13900,nissan,altima,2020
1900,nissan,door,2015
14700,nissan,pathfinder,2017
1900,nissan,door,2013
18800,nissan,titan,2017
7800,nissan,versa,2018
13500,nissan,door,2016
8000,nissan,versa,2018
3300,nissan,door,2013
7200,nissan,sentra,2017
8000,nissan,door,2017
1280,nissan,door,2012
14000,nissan,rogue,2018
3500,nissan,door,2015
600,nissan,door,2012
12500,nissan,sport,2018
5800,nissan,door,2013
8000,nissan,versa,2018
2200,nissan,door,2015
8300,nissan,versa,2018
7500,nissan,door,2016
8000,nissan,versa,2018
3500,nissan,door,2012
8000,nissan,versa,2018
2000,nissan,door,2012
7800,nissan,versa,2018
8000,nissan,versa,2018
18500,nissan,frontier,2019
8000,nissan,versa,2018
18300,nissan,frontier,2019
7500,nissan,versa,2018
29800,nissan,armada,2019
21100,nissan,rogue,2020
16200,nissan,rogue,2019
6998,nissan,doors,2015
14700,nissan,rogue,2020
19000,nissan,cargo,2020
7500,nissan,door,2016
7998,nissan,doors,2015
10999,nissan,doors,2015
2900,nissan,door,2012
8495,nissan,doors,2015
19925,nissan,murano,2016
9500,nissan,sentra,2018
12750,nissan,doors,2015
22800,nissan,door,2015
11621,nissan,doors,2015
11590,nissan,doors,2015
4700,nissan,door,2012
11390,nissan,doors,2015
14500,nissan,rogue,2017
12000,nissan,rogue,2020
15000,nissan,altima,2020
7500,nissan,door,2016
28000,nissan,armada,2018
17500,nissan,maxima,2018
18000,nissan,maxima,2018
13200,nissan,sport,2018
17000,nissan,altima,2018
6700,nissan,xterra,2012
23300,nissan,murano,2018
26800,nissan,titan,2018
18200,nissan,sport,2018
18700,nissan,rogue,2018
12900,nissan,door,2016
16000,nissan,rogue,2018
19400,nissan,rogue,2020
10900,nissan,sentra,2018
15800,nissan,sport,2018
19800,nissan,rogue,2020
19000,nissan,rogue,2018
18000,nissan,rogue,2020
19800,nissan,rogue,2020
19700,nissan,rogue,2020
20100,nissan,rogue,2020
19700,nissan,frontier,2019
23400,nissan,frontier,2019
23300,nissan,frontier,2019
17500,nissan,altima,2019
17100,nissan,altima,2019
15800,nissan,altima,2019
13600,nissan,altima,2019
14400,nissan,altima,2019
19800,nissan,frontier,2019
17200,nissan,altima,2019
20300,nissan,frontier,2019
20500,nissan,frontier,2019
16500,nissan,altima,2019
16000,nissan,altima,2019
14600,nissan,altima,2019
16300,nissan,rogue,2019
15400,nissan,sport,2019
15800,nissan,rogue,2019
15800,nissan,sport,2019
21400,nissan,murano,2018
15300,nissan,kicks,2019
20100,nissan,pathfinder,2019
11300,nissan,sentra,2019
10700,nissan,sentra,2019
16000,nissan,rogue,2018
16600,nissan,rogue,2019
15800,nissan,sport,2019
11600,nissan,sentra,2019
15000,nissan,rogue,2017
17600,nissan,rogue,2019
36300,nissan,xd,2017
15600,nissan,sport,2019
14000,nissan,rogue,2017
16600,nissan,rogue,2019
12600,nissan,sentra,2017
20900,nissan,pathfinder,2019
12700,nissan,door,2017
15600,nissan,sport,2019
18900,nissan,rogue,2019
15700,nissan,sport,2019
21900,nissan,pathfinder,2019
21700,nissan,pathfinder,2019
14600,nissan,rogue,2016
12000,nissan,sentra,2019
21000,nissan,pathfinder,2019
12500,nissan,door,2017
15900,nissan,rogue,2019
11800,nissan,door,2017
9900,nissan,versa,2019
10600,nissan,sentra,2018
10100,nissan,sentra,2018
13300,nissan,sport,2018
10100,nissan,sentra,2018
10300,nissan,sentra,2018
10300,nissan,sentra,2018
10300,nissan,sentra,2018
24000,nissan,murano,2018
10400,nissan,sentra,2018
10200,nissan,sentra,2018
9500,nissan,versa,2018
10500,nissan,sentra,2018
10500,nissan,sentra,2018
3500,nissan,door,2016
9300,nissan,versa,2018
14100,nissan,rogue,2016
2425,nissan,door,2012
925,nissan,door,2012
11000,nissan,rogue,2016
11000,nissan,rogue,2016
2100,nissan,door,2013
800,nissan,door,2012
20400,nissan,pathfinder,2018
375,nissan,door,2017
3000,nissan,door,2015
15100,nissan,rogue,2017
4000,nissan,door,2015
19500,nissan,door,2017
22600,nissan,titan,2017
6500,nissan,door,2014
11800,nissan,door,2012
20500,nissan,pathfinder,2017
14200,nissan,rogue,2018
22000,nissan,frontier,2018
16200,nissan,frontier,2018
4800,nissan,door,2016
16000,nissan,sport,2018
14300,nissan,sport,2018
16800,nissan,pathfinder,2019
11900,nissan,sentra,2018
3000,nissan,door,2015
15000,nissan,rogue,2019
15200,nissan,rogue,2019
18000,nissan,door,2017
22700,nissan,nvp,2016
3800,nissan,door,2015
5475,nissan,door,2018
11400,nissan,sentra,2018
28100,nissan,pathfinder,2018
3500,nissan,sentra,2017
15200,nissan,murano,2016
1950,nissan,door,2015
13400,nissan,rogue,2016
12500,nissan,altima,2018
16500,nissan,pathfinder,2018
16500,nissan,pathfinder,2018
16500,nissan,pathfinder,2018
13900,nissan,rogue,2018
13900,nissan,rogue,2018
1500,nissan,door,2013
16500,nissan,pathfinder,2018
13900,nissan,rogue,2018
16500,nissan,pathfinder,2018
13900,nissan,rogue,2018
12400,nissan,altima,2018
13000,nissan,altima,2018
16500,nissan,pathfinder,2018
13900,nissan,rogue,2018
16500,nissan,pathfinder,2018
13900,nissan,rogue,2018
13900,nissan,rogue,2018
13900,nissan,rogue,2018
12100,nissan,altima,2018
16500,nissan,pathfinder,2018
16500,nissan,pathfinder,2018
13900,nissan,rogue,2018
3700,nissan,door,2015
18800,nissan,pathfinder,2019
9200,nissan,versa,2018
30100,nissan,titan,2019
9200,nissan,versa,2018
11100,nissan,sentra,2019
13900,nissan,rogue,2018
9100,nissan,versa,2018
22800,nissan,frontier,2019
13900,nissan,rogue,2018
12600,nissan,altima,2019
9200,nissan,versa,2018
12100,nissan,altima,2019
9200,nissan,versa,2018
2300,nissan,frontier,2019
13900,nissan,rogue,2018
9500,nissan,sentra,2019
13900,nissan,rogue,2018
1700,nissan,note,2019
13900,nissan,rogue,2018
10400,nissan,sentra,2019
9200,nissan,versa,2018
7400,nissan,versa,2019
9200,nissan,versa,2018
7800,nissan,versa,2019
9200,nissan,versa,2018
9200,nissan,versa,2018
9200,nissan,versa,2018
9200,nissan,versa,2018
